episode,reward,loss,success_rate,latency,energy,adapt_time
0,-137.41004961633536,1604.7857666015625,0.72,2.7053790067988635,3.505758498722046,72
1,-123.16217519297538,1842.00390625,0.5,3.109626872830531,4.586330117839432,72
2,-144.2999268207423,2098.644287109375,0.6,2.758992669618896,3.8174622743939195,72
3,-135.99941192624442,1752.923095703125,0.7,2.7000086645711394,3.449917257880352,72
4,-81.67464690492505,944.6265869140625,0.55,2.6427578999967296,4.437647759988007,72
5,-102.3702186051172,1257.10498046875,0.55,2.2580726640184863,4.549949388186755,72
6,-88.19969695971369,1228.47412109375,0.45,2.771255587908278,4.744741110331447,72
7,-79.20842799363928,896.7071533203125,0.55,1.8432031569509497,4.389021693095303,72
8,-114.75717339795307,1652.1187744140625,0.55,2.4896362173777815,4.747797994406463,72
9,-122.04341936623115,1976.421142578125,0.5,2.5728964373698306,4.647518330617149,72
10,-102.72466229684883,1247.9337158203125,0.59,2.160362272746314,4.284517600815176,72
11,-125.08353266057804,1725.4342041015625,0.63,2.3528361866658964,4.059930064962283,72
12,-99.48331094298038,1096.628173828125,0.5,2.358097632164682,4.490818672952345,72
13,-86.89967369441226,973.5427856445312,0.56,1.9548725132605456,3.7418047423894216,72
14,-84.51516862727982,912.5452880859375,0.58,2.131408245271785,4.885187019998559,72
15,-80.20905610133123,995.0429077148438,0.41,2.5943773830655608,6.070873772206544,72
16,-104.02883884121982,1450.475830078125,0.56,2.825323736021636,4.454379311509839,72
17,-144.18987548888924,2056.458740234375,0.64,2.3775015379561735,3.695517158006094,72
18,-80.82720709255328,819.6282958984375,0.58,2.258407826667848,4.185831792278711,72
19,-177.6643478676823,3180.668701171875,0.71,2.437004963756116,3.489541001582223,72
20,-116.7648995019886,1903.4783935546875,0.6,2.591742939726428,4.539826863785774,72
21,-129.3974425424583,2489.3916015625,0.47,2.839259199685282,4.233724735245491,72
22,-104.94736298694433,1078.3192138671875,0.65,2.7835730016827815,3.8242378255682064,72
23,-115.60013010354731,1196.217529296875,0.62,2.554373066043339,4.199756559831761,72
24,-104.202773962171,1210.6964111328125,0.51,2.7214280392220136,5.092639558157103,72
