episode,reward,loss,success_rate,latency,energy,adapt_time
0,-12.293871851010877,334.2884216308594,0.77,2.6220144504674194,2.883367391270913,23
1,-75.6891702804598,1265.28564453125,0.65,2.625176156707181,3.6993012936724896,23
2,0.2125094332889077,220.92559814453125,0.62,2.2773403049634413,4.494264860682952,23
3,6.433418480178034,192.96226501464844,0.61,2.3272451607845013,4.0604071773102905,23
4,-8.208900015120783,186.0343017578125,0.52,2.1685998295686804,4.200398202500815,23
5,6.06114711635518,161.88807678222656,0.76,2.203854650421196,3.1941300027915696,23
6,-27.543088093503236,199.17123413085938,0.6,2.096701254560151,4.177131889865173,23
7,-8.133874187527418,190.99058532714844,0.56,2.501152312765609,4.422033351339646,23
8,-11.907848577304229,206.87472534179688,0.64,2.074832065988103,4.157785248653714,23
9,-13.51145045736898,207.0890655517578,0.53,2.3166225162183878,4.007407008833814,23
10,2.6869435203770777,238.3465118408203,0.62,2.1450764105084157,4.167629491469401,23
11,-14.907986202816389,277.0118408203125,0.61,2.6189658726612945,4.4060704295391755,23
12,-5.942532249255521,161.20315551757812,0.53,2.1948081926072027,4.077138914019742,23
13,-4.712747409557437,119.51387786865234,0.73,2.2620318421499177,3.8311876870114547,23
14,2.564826031974725,166.32679748535156,0.61,2.1321324288593417,4.520252169429138,23
15,-8.030244814265885,192.623779296875,0.64,2.495158417855706,4.02973061256278,23
16,-16.916501622137226,332.5220947265625,0.6,2.451732183986148,3.4592928970214145,23
17,-0.10830158607905105,161.4221954345703,0.69,1.8900401501577753,3.3755773686340396,23
18,1.0325552262608468,310.52093505859375,0.75,1.8956027672047697,3.124027070138973,23
19,3.702697891073811,159.2305450439453,0.64,2.1409903480954244,3.9752436129394746,23
20,-5.518326088391724,153.54086303710938,0.53,2.03199250849288,4.283693763524672,23
21,-6.509036965749303,146.75697326660156,0.67,2.215836389556339,3.3648013723755916,23
22,8.933078264129499,176.92323303222656,0.69,2.2722611667262886,4.27342966678187,23
23,11.735510399440528,277.8612365722656,0.68,2.200711287878666,3.8075414007174455,23
24,39.205807761148236,352.91168212890625,0.87,1.9982851947051963,3.0001974312647763,23
25,-6.439120032682439,151.0333251953125,0.6,2.4816642108144373,4.355744949485558,23
26,-8.056610386590506,152.3970489501953,0.61,2.085120378008654,4.521981143917588,23
27,-7.29838461925123,152.85191345214844,0.68,2.446472275855375,3.494846203573722,23
28,-10.255695965134088,138.82949829101562,0.65,2.0826561034956503,3.8786272383560574,23
29,-11.704059441069646,220.25656127929688,0.56,2.3158562139529204,4.9831349538092296,23
30,2.1028579675780037,173.6680908203125,0.7,2.298352724502715,3.905982254564762,23
31,-21.526619274097136,367.0476379394531,0.54,2.4241535404661185,5.024819530258221,23
32,20.446986030435163,201.7716522216797,0.74,2.0015697989090384,3.446283630686198,23
33,-16.17237142358875,174.5020294189453,0.62,2.131857203507482,4.160590080129765,23
34,-1.9159956322649947,219.82101440429688,0.55,2.000135481601084,3.91350290878406,23
35,6.85228263714319,176.7263946533203,0.59,2.015751485937893,4.796822116609167,23
36,-31.99640492735728,187.0699005126953,0.56,2.0131214204099566,3.5338335408908095,23
37,-5.353571055364952,137.9882049560547,0.58,2.2612366650204994,4.420834389654787,23
38,1.0340237137340011,166.47056579589844,0.53,2.183380249673386,4.147173325810384,23
39,0.6227649338646231,202.4011993408203,0.58,2.0231197024470595,3.899835923614466,23
40,-12.028272456001083,129.74957275390625,0.6,2.114114307709166,3.58235117352504,23
41,-12.532111805750901,168.5567169189453,0.67,2.5153375911141413,3.8326328925241415,23
42,-21.20879930572811,144.05270385742188,0.61,2.5522827249301305,4.115858529900072,23
43,7.763605756316402,200.79757690429688,0.65,2.032797525912777,3.95881248674219,23
44,-21.947402092561347,222.8618621826172,0.58,2.7435568319188803,4.8027886009097935,23
45,-21.804903945576406,255.13528442382812,0.6,2.6004368938649107,3.986274243528407,23
46,4.683698234269002,156.8612823486328,0.64,2.2840656449860504,3.7681674503228657,23
47,29.471404994057238,277.7836608886719,0.8,2.407855060383747,3.587146846362284,23
48,26.478731742312185,226.60565185546875,0.83,2.17492857266884,3.4626866973675576,23
49,-4.749455801444242,106.78577423095703,0.73,2.2260761841361374,3.669785040839603,23
50,-45.237022989481126,260.7676086425781,0.54,3.1603081024898474,4.460711981797252,23
51,12.005517124974112,193.37635803222656,0.68,2.1061057668577563,4.047596810014844,23
52,-12.849631020474611,125.03456115722656,0.58,2.4517858438218925,3.882378916277168,23
53,-7.890373853430191,160.4805450439453,0.51,2.442061949031577,5.1496305664330295,23
54,-11.15324425749047,215.1872100830078,0.63,1.8841059887262024,3.9902567424398176,23
55,-3.9693341841378853,218.06683349609375,0.6,2.447500110043936,4.492534238701011,23
56,10.388232889397244,188.20846557617188,0.67,2.334018153069387,3.2023684405258246,23
57,26.650071807913903,241.4892120361328,0.7,1.6761150503431266,3.9405036468263552,23
58,-34.57712021444561,600.8670043945312,0.41,2.5505146324649988,4.951979943947182,23
59,16.345296951116865,155.73211669921875,0.72,2.2192748990727673,3.5690889965534027,23
60,-0.09503828517228641,140.7362823486328,0.56,2.2509042691890095,4.89151898891671,23
61,12.8610643588341,162.6141815185547,0.63,2.020209886016968,4.2024245250452,23
62,-10.263289156644348,152.63101196289062,0.67,2.126448286145255,4.074388594363535,23
63,14.14235720738727,166.7262420654297,0.69,2.2662872748824747,4.078108941825392,23
64,-19.85932258389063,152.5535125732422,0.6,2.3245211061593922,4.21223509670228,23
65,22.32123150050387,207.35733032226562,0.7,2.13179946489085,3.831067197290315,23
66,-47.15142740271509,544.12451171875,0.56,2.457701615814034,4.648432373220622,23
67,-23.765357121475716,214.39613342285156,0.59,2.5518646164474954,4.412028518169677,23
68,-18.77934002251861,334.90643310546875,0.56,2.4241439424720412,3.4623924400937494,23
69,1.819687921351722,124.57136535644531,0.6,2.221316841430666,3.9025074943491873,23
70,-18.14377441089633,185.2712860107422,0.52,2.7619565613329096,4.797092363102994,23
71,-11.980657758264904,129.7420196533203,0.56,2.9173768991032274,4.222128701780304,23
72,-5.347009872530741,138.79660034179688,0.66,2.4004510326526165,3.7331582889348702,23
73,22.842122592147717,216.5747528076172,0.71,2.0053397700215823,3.991397355988866,23
74,-14.59650044212244,139.49708557128906,0.51,2.203148088141123,4.897752965070058,23
75,13.384530278312972,153.51426696777344,0.66,2.2968170732511424,3.9448444523283426,23
76,-5.260988965263124,225.01968383789062,0.65,1.9915649986451711,3.2925982314994924,23
77,-1.5251594503540105,136.33831787109375,0.51,2.2375095586757325,4.376374525501552,23
78,-19.50595753695601,288.9756164550781,0.54,2.251636936161001,4.589531093249243,23
79,9.941161148980036,166.91934204101562,0.69,2.080669869034359,4.153784902270033,23
80,28.283912947878264,250.9080352783203,0.87,2.08957935025639,3.159265050801665,23
81,-28.41694571789812,182.1581268310547,0.47,2.516827356724751,4.989942591479491,23
82,-15.576522825031766,103.64775085449219,0.63,2.2942534527254783,3.8947706721888586,23
83,-24.208659388819342,215.62887573242188,0.58,2.3244620015158373,3.6617463212407317,23
84,-6.0529675708988435,108.50291442871094,0.61,2.4204708387668803,4.5725012868215815,23
85,5.137097524546263,151.0535125732422,0.65,2.1604647831363644,3.853540711592805,23
86,-21.050546920059755,196.7686309814453,0.55,2.824180401473197,4.5266022423280585,23
87,-19.02180651843263,132.5160675048828,0.48,2.5713000261979237,5.167779889725816,23
88,-9.019916536509584,195.5382843017578,0.54,2.2420320130818654,4.373514273414499,23
89,14.878149616102696,219.94540405273438,0.73,1.9182965761285649,3.1104317641316643,23
90,-27.786975433796712,121.36182403564453,0.55,2.5621836009276517,4.044248792129619,23
91,-11.53482576739161,136.42617797851562,0.69,2.496344798417324,3.8677756250918813,23
92,13.62963701831648,174.59457397460938,0.74,2.089919445358737,3.306403828396168,23
93,-28.59182025463757,345.0101623535156,0.55,2.7166984778241736,4.381619771627242,23
94,-21.190113436315276,119.94815063476562,0.57,2.829082029831003,4.532935839614001,23
95,-1.9520400734966472,161.44638061523438,0.63,2.5134601722988603,4.470151177193691,23
96,11.927754187560964,211.40872192382812,0.73,2.363179149299834,3.9092544553737136,23
97,-3.72665950834741,157.80870056152344,0.74,2.5717486021389253,3.405899661756014,23
98,-36.24315333610244,263.1157531738281,0.73,3.00288093359123,3.3647814750308966,23
99,18.10475071487007,165.64016723632812,0.68,2.0138427127520213,4.183556481263327,23
100,-7.42181967861594,102.52310943603516,0.69,2.540066426154577,3.3579972981420765,23
101,6.434386965523139,109.02108764648438,0.71,2.7027292057737817,3.8660816529532678,23
102,2.9230859750620084,88.09271240234375,0.7,2.388503356148531,3.5525419372516738,23
103,-21.058516158085677,99.77833557128906,0.57,2.198794922570772,4.16035523226977,23
104,-18.022101496955656,105.24725341796875,0.56,2.610722137341601,4.181208155128752,23
105,22.673874781640997,166.75253295898438,0.79,2.1492079539488644,3.141161675726104,23
106,-35.384584281224704,463.5189514160156,0.47,2.7999815722050005,4.2369260710078445,23
107,-40.35162196430305,363.0964050292969,0.66,2.7850849408211436,3.5035161363436056,23
108,15.486057497342308,118.56640625,0.81,2.167158022525189,3.5566550258538476,23
109,-29.06487492296359,200.89605712890625,0.55,2.393210322221527,4.435269826166624,23
110,-20.310202253750774,141.5354461669922,0.56,2.4341138585306714,3.564333283601492,23
111,-12.00188414909104,148.1830291748047,0.63,2.600994916608794,4.084407795901188,23
