episode,reward,loss,success_rate,latency,energy,adapt_time
0,-0.6420243317516636,0.0,0.48,1.9912553988939925,4.4714607030012665,1
1,32.808010892673636,0.0,0.72,1.5724751251994822,3.8793164800844746,1
2,-10.98251930267562,0.0,0.47,2.4731695436324417,5.3554406117317805,1
3,-12.176711587576229,0.0,0.47,2.616904766217432,5.7929756142479265,1
4,-7.487224785719661,0.0,0.48,2.2902177395129333,5.0605629606017954,1
5,-0.5284947328286478,0.0,0.5,2.085161470011254,4.683118211560102,1
6,10.408571800415046,0.0,0.62,2.0523019282877843,4.7305310035311,1
7,-6.225125226705565,0.0,0.53,2.5314203530827926,5.437143639818141,1
8,-15.780342907374383,0.0,0.4,2.4190274428243415,5.510572005431425,1
9,5.941179820197995,0.0,0.57,1.9399424246027608,4.636839345558618,1
10,-1.9694045519511292,0.0,0.51,2.08790388531195,4.773578361648169,1
11,1.117848027938912,0.0,0.54,2.131898739781269,4.912226921231785,1
12,-16.821803294210618,0.0,0.42,2.511250512658638,5.701946956577966,1
13,4.209532789247625,0.0,0.56,2.072970939567919,4.783240817850393,1
14,17.008913672064075,0.0,0.58,1.70524150116676,3.766532064577987,1
15,-3.844358743343953,0.0,0.49,2.212223282562172,4.9437574900135965,1
16,42.416356082689376,0.0,0.76,1.3343144148915542,3.501743307989832,1
17,-10.83949350535228,0.0,0.48,2.5269736479469525,5.515574322974913,1
18,40.634177858956875,0.0,0.76,1.4381858305495423,3.5264099980203762,1
19,-0.2500216804888282,0.0,0.49,1.8758748418941034,4.500842513846585,1
20,-15.685416028563239,0.0,0.4,2.3595707013597003,5.44156865646096,1
21,12.064087785394563,0.0,0.56,1.7691828729584511,4.121821458986033,1
22,-2.533191600684944,0.0,0.49,2.1132069375374427,4.78690502116698,1
23,-10.922246679357059,0.0,0.49,2.40214581685547,5.4361202914410525,1
24,17.192944677258815,0.0,0.63,1.8012709458081904,4.052865371975456,1
25,-16.462973658287147,0.0,0.43,2.514822130363476,5.640954901861783,1
26,6.856362020942747,0.0,0.58,1.9153628556526783,4.480876844424911,1
27,42.89304812126975,0.0,0.76,1.4711774203153418,3.4495365370436732,1
28,-11.013880835511223,0.0,0.49,2.613783290324883,5.532675872288825,1
29,13.038311342067082,0.0,0.59,1.8966448886366853,4.248573938382151,1
30,20.354670824821348,0.0,0.65,1.936555698546143,4.238695869985186,1
31,22.951860391402718,0.0,0.65,1.705461855490914,3.954675165884893,1
32,-5.562140287571765,0.0,0.49,2.2777766358175118,5.07787500608548,1
33,10.150048024265871,0.0,0.61,2.003483610119925,4.662184748339072,1
34,38.315831562744606,0.0,0.71,1.4093189791384737,3.43395578328363,1
35,5.72653015662668,0.0,0.56,2.003331110906196,4.654311202292136,1
36,-17.694526759643562,0.0,0.41,2.768368934381465,5.980334254673549,1
37,-6.154393421326155,0.0,0.49,2.3737422382717206,5.211984681134783,1
38,-0.22619163651386032,0.0,0.48,1.9329298364727538,4.476491672704012,1
39,4.4848265210930265,0.0,0.53,1.947518749480626,4.387594111845905,1
40,37.218477740825946,0.0,0.76,1.6221607743076958,3.804909383790103,1
41,15.775007613935657,0.0,0.61,1.7931116368401585,4.091147851426534,1
42,39.771759202613666,0.0,0.74,1.523739298009533,3.6203250533447346,1
43,6.527447697494672,0.0,0.56,1.933311677622273,4.492728500921957,1
44,12.870880218104816,0.0,0.63,1.9035654178112231,4.497283923141241,1
45,37.18572588685861,0.0,0.71,1.4432330135069893,3.4916615373509265,1
46,7.368338465339612,0.0,0.56,1.892492063211931,4.3094078138691,1
47,25.14754986953534,0.0,0.65,1.6119968336802966,3.894378526308261,1
48,-10.669143634619644,0.0,0.51,2.5477862885157503,5.6024095291969545,1
49,-0.874003518869614,0.0,0.55,2.1880060360479354,5.010361258134142,1
50,-2.1442859504402207,0.0,0.52,2.089610606567293,4.732941994877931,1
51,-7.84007464007675,0.0,0.47,2.2635121264505087,5.238472583599591,1
52,-11.026460140957312,0.0,0.44,2.3291809656020557,5.205059549234722,1
53,1.8292486367312222,0.0,0.54,2.071694695605492,4.755032534284066,1
54,47.058918735143195,0.0,0.8,1.438327604933088,3.5109713556405557,1
55,-10.70849621449669,0.0,0.49,2.515156791632373,5.6421147091831365,1
56,-8.571903851363203,0.0,0.47,2.3122272885357757,5.242163770915769,1
57,11.934572706387044,0.0,0.62,1.9701231685456653,4.525491205019579,1
58,2.818089238115064,0.0,0.58,2.1901961680596824,4.832817564571008,1
