Episode,Reward,Loss,SuccessRate,Latency,Energy
1,-34.49403707502776,607.3251586914063,1.0,1.60637009441686,7.893406988543367
2,-34.3760557712688,508.7336669921875,1.0,1.5999798482707068,8.020200107367662
3,-43.821349855476335,651.3139892578125,1.0,1.9082071159960972,10.72046984945596
4,-42.17097636433368,644.17470703125,1.0,1.8243622488238926,8.992657909973035
5,-12.500862315513757,235.6538299560547,1.0,1.2119355383933408,5.356264793611184
6,-39.88545797951735,570.648876953125,1.0,2.0249876846706916,8.67790712344998
7,16.053839540723793,215.66971740722656,1.0,1.0815095042224812,3.724086020342316
8,8.43580893798697,207.53009948730468,1.0,1.089469353894444,3.478885827112775
9,-16.34657988102385,204.10726318359374,1.0,1.1566825169380754,4.27803063998766
10,99.84529314829952,1290.9850830078126,1.0,0.8465281512675644,1.8464876081129322
11,5.76194628168993,173.1480743408203,1.0,1.1994041601616265,3.8518556495797167
12,-6.665677847596143,164.57024230957032,1.0,1.2084328007671634,4.306203687081185
13,100.96901779166188,1290.7560546875,1.0,0.7820390365185339,1.7257397332523834
14,99.1207131112849,1235.56240234375,1.0,0.8410571859443217,2.3310449863035734
15,4.844996644207534,175.55588989257814,1.0,0.887565851877946,2.7485902432217624
16,-4.275950851111915,214.9900360107422,1.0,1.0614252294367335,3.050270856115089
17,30.827694919544598,333.831591796875,1.0,1.0210372588757275,3.0192858700255556
18,16.107338597784114,221.15963745117188,1.0,0.8767886993786694,2.096448197953912
19,45.0544192785778,394.39308471679686,1.0,0.8704255829190705,2.331519485278587
20,95.16376477668969,1021.0927734375,1.0,0.9700763382957841,2.568585353183139
21,97.8110422568216,1012.3078002929688,1.0,0.8063148180323809,1.946781667550183
22,-11.85174458074873,302.7793701171875,1.0,1.180149213972561,4.97089958547881
23,-43.09869616776635,866.586962890625,1.0,1.9157176581887212,8.819332225877952
24,-39.617319915928185,834.5228149414063,1.0,1.8629880511687165,7.86216820135653
25,-3.0023387831767323,233.97359313964844,1.0,1.1935036344706205,4.700995163431282
26,7.62140185703452,190.4411834716797,1.0,1.0421708675619155,3.3530352191657307
27,97.96022872529302,1052.9346435546875,1.0,0.8882426667154697,2.1688560691324135
28,13.096700456889259,184.13050537109376,1.0,1.1011750317542657,3.1941204284587816
